BGGId,Exploration,Miniatures,Territory Building,Card Game,Educational,Puzzle,Collectible Components,Word Game,Print & Play,Electronic
146652,0,0,0,1,0,0,0,0,0,0
146707,0,0,0,0,0,0,0,0,1,0
146725,0,1,0,0,0,0,0,0,0,1
146728,0,0,0,1,0,0,0,0,0,0
146735,0,0,0,1,0,0,0,0,0,0
146746,0,1,0,0,0,0,0,0,0,0
146747,0,0,0,1,0,0,0,0,0,0
146762,0,0,0,1,0,0,0,0,0,0
146765,0,0,0,1,0,0,0,0,0,0
146784,0,0,0,1,0,0,0,0,0,0
146791,1,1,0,0,0,0,0,0,0,0
146816,0,0,0,0,0,0,0,0,0,0
146818,0,0,0,0,0,0,0,0,0,0
146841,0,0,0,0,0,0,0,0,0,0
146864,0,0,0,0,0,0,0,0,0,0
146880,0,0,0,0,0,0,0,0,0,0
146886,0,0,0,0,0,0,0,0,0,0
146910,0,0,0,0,0,0,0,0,0,0
146922,0,1,0,0,0,0,0,0,0,0
146937,0,0,0,0,0,0,0,0,1,0
146943,0,0,0,0,0,0,0,0,0,0
146963,0,0,0,0,0,0,0,0,0,0
146999,0,0,0,0,0,0,0,0,0,0
147009,0,0,0,0,0,0,0,0,0,0
147020,0,0,0,1,0,0,0,0,0,0
147021,0,0,0,1,0,0,0,0,0,0
147030,0,0,0,1,0,0,0,0,0,0
147039,0,0,0,1,0,0,0,0,1,0
147104,0,0,0,1,0,0,0,0,0,0
147112,0,0,0,0,0,0,0,0,0,0
147116,0,0,0,0,0,0,0,0,0,0
147136,0,0,0,1,0,0,0,0,0,0
147144,0,0,0,0,0,0,1,0,0,0
147145,0,0,0,1,0,0,0,0,0,0
147149,0,0,0,1,0,0,0,0,0,0
147151,0,0,0,0,0,0,0,0,0,0
147154,0,0,0,1,0,0,0,0,0,0
147168,0,0,0,1,0,0,0,0,0,0
147170,0,0,0,0,0,0,0,0,0,0
147171,0,0,0,1,0,0,0,0,0,0
147190,0,0,0,0,0,0,0,0,0,0
147194,0,0,0,0,0,0,0,0,0,0
147206,0,0,0,0,0,0,0,0,0,0
147240,0,0,0,0,0,0,0,0,0,0
147241,0,0,0,1,0,0,0,0,0,0
147251,0,0,0,0,0,0,0,0,0,0
147253,0,0,0,0,0,0,0,0,0,0
147299,0,0,1,0,0,0,0,0,1,0
147303,0,0,0,0,0,0,0,0,0,0
147305,0,0,0,1,0,0,0,0,0,0
147352,0,0,0,0,0,0,0,0,0,0
147363,0,0,0,0,0,0,1,0,0,0
147370,0,0,0,0,0,0,0,0,0,0
147372,0,0,0,0,0,0,0,0,1,0
147396,0,0,0,1,0,0,0,0,0,0
147400,0,0,0,1,0,0,0,0,0,0
147418,0,0,0,1,0,0,0,0,0,0
147423,0,0,0,0,0,0,0,0,0,0
147427,0,0,0,1,0,0,0,0,0,0
147431,0,0,0,0,1,1,0,0,0,0
147445,0,0,0,1,0,0,0,0,0,0
147451,0,0,0,1,0,0,0,0,0,0
147457,0,0,0,0,0,0,0,0,0,0
147465,0,0,0,1,0,0,0,1,0,0
147472,0,0,0,1,0,0,0,0,0,0
147474,0,0,0,1,0,0,0,0,0,0
147505,0,0,0,1,0,0,0,0,0,0
147523,0,0,1,0,0,0,0,0,0,0
147537,0,1,0,0,0,0,1,0,0,0
147563,0,0,0,0,0,0,0,0,0,0
147568,0,0,1,0,0,0,0,0,0,0
147581,0,0,0,0,0,0,0,0,0,0
147590,0,0,0,1,0,0,0,0,0,0
147614,0,0,0,1,0,0,0,0,0,0
147616,0,0,0,0,0,0,0,0,0,0
147623,0,0,0,1,0,0,0,0,0,0
147624,1,0,0,0,0,0,0,0,0,0
147635,1,1,0,0,0,0,0,0,0,0
147673,0,0,0,0,0,0,0,0,0,0
147681,0,0,0,1,0,0,0,0,0,0
147685,0,0,0,0,0,0,0,0,0,0
147707,0,0,0,1,0,0,0,0,0,0
147716,0,1,0,0,0,0,0,0,0,0
147721,0,0,0,0,0,0,0,0,0,0
147747,1,0,0,0,0,0,0,0,0,0
147768,0,0,0,1,0,0,0,0,0,0
147790,0,0,0,0,0,0,0,0,0,0
147824,0,0,0,1,0,0,0,0,0,0
147852,0,0,0,1,0,0,0,0,0,0
147883,0,0,0,1,0,0,0,0,0,0
147884,0,0,0,0,0,0,0,0,0,0
147887,0,0,0,0,0,0,0,0,0,0
147889,0,0,0,0,0,0,0,0,0,0
147892,0,0,0,0,0,0,0,0,0,0
147915,0,0,0,1,0,0,0,0,1,0
147919,0,0,0,0,0,0,0,0,0,0
147920,1,0,0,0,0,0,0,0,0,0
147930,0,0,0,0,0,0,0,0,0,0
147931,0,0,0,0,0,0,0,0,0,0
147949,0,0,0,1,0,0,0,0,0,0
147999,0,0,0,1,0,0,0,0,0,0
148000,0,0,0,1,0,0,0,0,0,0
148007,0,0,0,0,0,0,0,0,1,0
148036,0,0,0,0,0,0,0,0,0,0
148040,0,0,0,0,0,0,0,0,0,0
148047,0,0,0,0,0,0,0,0,0,0
148049,0,0,0,1,0,0,0,0,0,0
148050,0,0,0,0,0,0,0,0,0,0
148074,0,0,0,1,0,0,0,0,0,0
148083,0,0,0,0,0,0,0,0,0,0
148099,0,0,0,0,0,0,0,0,0,0
148115,0,0,0,1,0,0,0,0,0,0
148117,0,0,0,1,0,0,0,0,0,0
148138,0,0,0,1,0,0,0,0,0,0
148144,0,0,0,0,0,0,0,0,0,0
148179,0,0,0,0,0,0,0,0,0,0
148203,0,0,0,1,0,0,0,0,0,0
148204,0,1,0,0,0,0,0,0,0,0
148205,0,0,0,0,0,0,0,0,0,0
148209,0,0,0,1,0,0,0,0,1,0
148211,0,0,0,1,0,0,0,0,0,0
148213,0,0,0,0,0,0,0,0,0,0
148215,0,0,0,0,0,0,0,0,0,0
148228,0,0,0,1,0,0,0,0,0,0
148231,0,0,0,1,0,0,0,0,0,0
148261,1,0,0,0,0,0,0,0,0,0
148264,0,0,0,0,0,0,0,0,0,0
148271,0,0,0,0,0,0,0,0,0,0
148273,0,0,0,1,0,0,0,0,0,0
148282,0,0,0,1,0,0,0,0,0,0
148290,0,0,0,0,0,0,0,0,0,0
148291,0,0,0,1,0,0,0,0,0,0
148309,0,0,0,0,0,0,0,0,0,0
148319,0,0,0,1,0,0,0,0,0,0
148330,0,0,0,1,0,0,0,0,0,0
148356,0,1,0,0,0,0,0,0,0,0
148375,0,0,0,1,0,0,0,0,1,0
148381,0,0,0,1,0,0,0,0,0,0
148424,0,0,0,0,0,0,0,0,0,0
148430,0,0,0,0,0,0,0,0,0,0
148434,0,0,0,0,0,0,0,0,0,0
148442,0,0,0,1,0,0,0,0,0,0
148443,0,0,0,0,1,0,0,0,0,0
148471,0,0,0,0,0,0,0,0,1,0
148494,0,0,0,1,0,0,0,0,0,0
148507,0,0,0,1,0,0,0,0,1,0
148517,0,0,0,1,0,0,0,0,0,0
148522,0,0,0,0,0,0,0,0,0,0
148528,0,0,0,0,0,0,0,0,0,0
148531,0,0,0,0,0,0,0,0,0,0
148532,0,0,0,0,0,0,0,0,0,0
148534,0,0,0,0,0,0,0,0,0,0
148557,0,0,0,0,0,0,0,0,0,0
148575,0,0,0,0,0,0,1,0,0,0
148581,0,0,0,1,0,0,0,0,0,0
148586,0,0,0,0,0,0,0,0,0,0
148592,0,0,0,1,0,0,0,0,0,0
148601,0,0,0,0,0,0,0,0,0,0
148628,0,0,0,1,0,0,0,0,0,0
148639,0,0,0,0,0,0,0,0,0,0
148641,0,0,0,0,0,0,0,0,0,0
148660,0,0,0,0,1,0,0,0,0,0
148668,0,0,0,1,0,0,0,0,0,0
148729,0,0,0,0,0,0,0,0,1,0
148730,0,0,0,0,0,0,0,0,0,0
148740,0,0,0,0,0,0,0,0,0,0
148744,0,0,0,0,1,1,0,0,0,0
148745,0,1,0,0,0,0,1,0,0,0
148759,0,0,0,1,0,0,0,0,0,0
148764,0,0,0,0,0,0,0,0,0,0
148767,0,0,0,0,0,0,0,0,0,0
148814,0,0,0,1,0,0,0,0,0,0
148918,0,0,0,0,0,0,0,1,0,0
148939,1,0,0,1,0,0,0,0,1,0
148940,0,0,0,1,0,0,0,0,0,0
148943,0,0,0,1,0,0,0,0,0,0
148949,0,0,0,0,0,0,0,0,0,0
148951,0,0,0,0,0,0,0,0,1,0
148973,0,0,0,1,0,0,0,0,0,0
148975,0,0,0,1,0,0,0,0,0,0
149035,1,0,0,1,0,0,0,0,0,0
149051,0,0,0,0,0,0,0,0,0,0
149069,0,0,0,1,0,0,0,0,0,0
149078,0,0,0,1,0,0,0,0,0,0
149083,0,0,0,1,0,0,0,0,0,0
149097,0,0,0,0,0,0,0,0,0,0
149112,0,0,0,0,0,0,0,0,0,0
149119,0,0,0,0,0,0,0,0,0,0
149129,0,0,0,0,0,0,0,0,0,0
149130,0,0,0,1,0,0,0,0,0,0
149155,0,0,0,1,0,0,0,0,0,0
149156,0,0,1,1,0,0,0,0,0,0
149169,0,0,0,0,0,0,0,0,0,0
149241,1,0,0,0,0,0,0,0,0,0
149286,0,0,0,0,0,0,0,0,0,0
149296,0,0,1,0,0,0,0,0,0,0
149322,1,1,0,0,0,0,0,0,0,0
149323,0,0,0,0,0,0,0,0,0,0
149324,0,0,0,0,0,0,0,0,0,0
149328,0,0,0,0,0,0,0,0,0,0
149332,0,0,0,0,0,0,0,0,0,0
149361,0,0,0,0,0,0,0,0,0,0
149459,0,0,0,0,0,0,0,0,0,0
149611,0,0,0,1,0,0,0,0,0,0
149618,0,0,0,0,0,0,0,0,0,0
149620,0,0,0,0,0,0,0,0,0,0
149621,0,0,0,1,0,0,0,0,0,0
149639,0,0,0,1,0,0,0,0,0,0
149705,0,0,0,0,0,0,0,0,0,0
149746,0,0,0,1,0,0,1,0,0,0
149776,0,1,0,0,0,0,0,0,0,0
149787,0,1,0,0,0,1,0,0,0,0
149793,0,0,0,0,0,0,0,0,0,0
149794,0,0,0,0,0,0,0,0,0,0
149809,0,0,0,0,0,0,0,0,0,0
149814,0,0,0,0,0,0,0,0,0,0
149853,0,0,0,1,0,0,0,0,0,0
149863,0,0,0,0,0,0,0,0,0,0
149869,0,0,0,1,0,0,0,0,0,0
149885,0,0,0,0,0,0,0,0,0,0
149896,0,1,0,0,0,0,0,0,0,0
149910,0,0,0,0,0,0,0,0,0,0
149927,0,0,0,0,0,0,0,0,0,0
149951,0,0,0,1,0,0,0,0,0,0
149970,0,0,0,1,0,0,0,0,1,0
150005,0,0,0,0,0,0,0,0,0,0
150010,0,0,0,0,0,0,0,0,0,0
150012,0,0,0,0,0,0,0,0,0,0
150013,0,0,0,0,0,0,0,0,0,0
150014,0,0,0,1,0,0,0,0,0,0
150016,0,0,0,1,0,0,0,0,0,0
150018,0,0,0,0,0,0,0,0,0,0
150033,0,0,0,1,0,0,0,0,0,0
150049,0,0,0,0,0,0,0,0,0,0
150061,0,0,0,1,0,1,0,0,0,0
150138,0,0,0,0,0,0,0,0,0,0
150143,0,0,0,0,0,0,0,0,0,0
150145,0,0,0,1,0,0,0,0,0,0
150146,0,0,0,0,0,0,0,0,0,0
150162,0,0,0,0,0,0,0,0,0,0
150197,0,0,0,0,0,0,0,0,0,0
150216,0,0,0,1,0,0,0,0,0,0
150220,0,0,0,0,0,0,0,0,0,0
150276,0,0,0,1,0,0,0,0,0,0
150293,0,0,0,1,0,0,0,0,0,0
150294,0,0,0,0,1,1,0,0,0,0
150298,0,0,0,1,0,0,0,0,0,0
150312,0,0,0,1,0,0,0,0,0,0
150323,0,0,0,1,0,0,0,0,0,0
150364,0,0,0,0,0,0,0,0,0,0
150376,0,0,0,0,0,0,0,0,0,0
150422,0,0,0,0,0,0,0,0,0,0
150424,0,0,0,0,0,0,0,0,0,0
150429,0,0,0,0,0,0,0,0,0,0
150446,0,0,0,0,0,0,0,0,0,0
150484,1,0,0,0,0,0,0,0,0,0
150485,0,0,0,0,0,0,0,0,0,0
150530,0,0,0,0,0,0,0,0,0,0
150533,0,0,0,0,0,0,0,0,0,0
150539,0,0,0,1,0,0,0,0,0,0
150580,0,0,0,0,0,0,0,0,0,0
150599,1,0,0,0,0,0,0,0,0,0
150605,0,0,0,0,0,0,0,0,0,0
150615,0,0,0,0,0,0,0,0,0,0
150623,0,0,0,0,0,0,0,0,0,0
150658,0,0,0,0,0,0,0,0,0,0
150659,0,0,0,1,0,0,0,0,0,0
150690,0,0,0,1,0,0,0,0,0,0
150691,0,0,0,1,1,0,0,0,0,0
150761,0,0,0,0,0,0,0,0,0,0
150783,0,0,0,1,0,0,0,0,1,0
150797,0,0,0,1,1,0,0,0,0,0
150811,0,1,0,1,0,0,0,0,0,0
150827,0,0,0,1,0,0,0,0,0,0
150831,0,0,0,0,0,0,0,0,0,0
150923,0,0,0,1,0,0,0,0,0,0
150925,0,0,0,1,0,0,0,0,0,0
150926,0,0,0,0,0,0,0,0,0,0
150930,0,0,0,0,0,0,0,0,0,0
150971,0,0,0,1,0,0,0,0,0,0
150978,0,0,0,0,0,0,0,0,0,0
150996,0,0,0,1,0,0,0,0,0,0
150997,1,1,0,0,0,0,0,0,0,0
150999,0,0,0,1,0,0,0,0,0,0
151004,0,0,0,1,0,0,0,0,0,0
151005,0,0,0,1,0,0,0,0,0,0
151007,0,0,0,1,0,0,0,0,0,0
151016,0,0,0,1,0,0,0,0,0,0
151022,0,0,0,1,0,0,0,0,0,0
151070,0,0,0,0,0,0,0,0,0,0
151078,0,0,0,1,0,0,0,0,0,0
151151,0,0,0,0,0,0,0,0,0,0
151191,0,0,0,1,0,0,0,0,0,0
151215,0,0,0,1,0,0,0,0,0,0
151220,0,0,0,0,0,0,0,0,0,0
151224,0,0,1,0,0,0,0,0,1,0
151247,0,0,0,1,0,0,0,0,0,0
151251,0,0,0,0,0,0,0,0,0,0
151275,0,0,0,0,0,0,0,0,0,0
151310,0,0,0,0,0,0,0,0,0,0
151334,0,0,0,1,0,0,0,0,1,0
151347,0,0,0,1,0,0,0,0,0,0
151357,0,0,0,0,0,0,0,0,0,0
151367,0,0,0,0,0,0,0,0,0,0
151369,0,0,0,0,0,0,0,0,0,0
151377,0,0,0,0,0,0,0,0,0,0
151396,0,0,0,0,0,0,0,0,0,0
151410,0,0,0,0,0,0,0,0,0,0
151416,0,0,0,1,0,0,0,0,0,0
151446,0,0,0,1,0,0,0,0,0,0
151448,0,0,0,1,0,0,0,0,1,0
151450,0,0,0,0,0,0,0,0,0,0
151456,0,1,0,0,0,0,0,0,0,0
151467,0,0,0,1,0,0,0,0,0,0
151468,0,0,0,0,0,0,0,0,0,0
151530,0,0,0,0,1,0,0,0,0,0
151603,0,0,0,0,0,0,0,1,0,0
151640,0,0,0,1,0,0,0,0,0,0
151645,0,0,0,1,0,0,0,0,0,0
151683,0,0,0,0,1,1,0,0,0,0
151684,0,0,0,1,0,0,0,0,0,0
151771,0,0,0,1,0,0,0,0,0,0
151801,0,0,0,1,0,0,0,0,0,0
151835,0,0,0,1,0,0,0,0,0,0
151847,0,0,0,1,0,0,0,0,0,0
151887,0,0,0,1,0,0,0,0,0,0
151892,0,0,0,0,0,0,0,0,0,0
151936,0,0,0,0,0,0,0,0,0,0
151947,0,0,0,0,0,0,0,0,0,0
151952,0,0,0,0,0,0,0,0,0,0
151972,0,0,0,0,0,0,0,0,0,0
151981,0,0,0,1,0,0,0,0,0,0
151985,0,0,0,1,0,0,0,0,0,0
152053,1,0,0,0,0,0,0,0,0,0
152115,0,0,0,0,0,0,0,0,0,0
152162,0,0,0,1,0,0,0,0,0,0
152172,0,1,0,0,0,0,0,0,0,0
152174,0,0,0,0,0,0,0,0,0,0
152237,0,0,0,1,0,0,0,0,0,0
152241,0,0,0,1,0,0,0,0,0,0
152242,0,0,0,1,0,0,0,0,0,0
152245,0,0,0,1,0,0,0,0,0,0
152247,0,0,0,0,0,0,0,0,0,0
152286,0,0,0,0,0,0,0,0,0,0
152345,0,0,0,0,0,0,0,0,0,0
152359,0,0,0,1,0,0,0,0,0,0
152470,0,0,1,0,0,0,0,0,0,0
152471,0,0,0,0,0,0,0,0,0,0
152488,0,0,0,1,0,0,0,0,0,0
152510,0,0,0,1,0,0,0,0,0,0
152567,0,0,0,1,0,0,0,0,0,0
152615,0,0,0,0,0,0,0,0,0,0
152621,0,0,0,1,0,0,0,0,0,0
152724,0,0,0,0,0,0,0,0,0,0
152757,0,0,0,0,0,0,0,0,0,0
152758,0,0,0,0,0,0,0,0,0,0
152761,0,0,0,0,0,1,0,0,0,0
152765,0,0,0,1,0,0,0,0,0,0
152767,0,0,1,0,0,0,0,0,0,0
152822,0,0,0,0,0,0,0,1,0,0
152824,0,0,0,0,1,0,0,0,0,0
152846,0,0,0,0,0,0,0,0,0,0
152847,0,0,0,1,0,0,0,0,0,0
152848,0,0,0,1,0,0,0,0,0,0
152851,0,0,0,0,0,0,0,0,0,0
152867,0,0,0,0,0,0,0,0,0,0
152899,0,0,0,1,0,0,0,0,0,0
152902,0,0,0,0,0,0,0,0,0,0
152952,0,0,0,1,0,0,0,0,0,0
152955,0,0,0,1,0,0,0,0,0,0
152959,0,0,0,0,0,0,0,0,0,0
152985,0,0,0,1,0,0,0,0,0,0
153002,0,0,0,0,0,0,0,0,0,0
153004,0,0,0,1,0,0,0,0,0,0
153016,0,0,0,0,0,0,0,0,0,0
153038,0,0,0,1,0,0,0,0,0,0
153056,0,0,0,0,0,0,0,0,0,0
153064,0,0,0,1,0,0,0,0,0,0
153065,0,0,0,1,0,0,0,0,0,0
153077,0,0,0,1,0,0,0,0,0,0
153097,0,0,0,0,0,0,0,0,0,0
153103,0,0,0,1,0,0,0,0,0,0
153107,0,0,0,1,0,0,0,0,0,0
153113,0,1,0,0,0,0,0,0,0,0
153116,0,0,0,0,0,0,0,0,0,0
153120,1,0,0,0,0,0,0,0,0,0
153168,0,0,0,1,0,0,0,0,0,0
153213,0,0,1,0,0,0,0,0,0,0
153225,0,0,0,1,0,0,0,0,0,0
153238,0,0,0,0,0,0,0,0,0,0
153292,0,0,0,0,0,0,0,0,0,0
153318,0,0,0,0,0,1,0,0,0,0
153319,0,0,0,0,0,0,0,0,0,0
153368,0,0,0,0,0,0,0,0,0,0
153372,0,0,0,0,0,0,0,0,0,0
153380,0,0,0,0,0,1,0,0,0,0
153388,0,0,0,1,0,0,0,0,0,0
153422,0,0,0,0,0,0,0,0,0,0
153425,0,0,0,0,0,0,0,0,0,0
153432,0,0,0,0,0,0,0,0,0,0
153470,0,0,0,1,1,0,0,1,0,0
153478,0,0,0,0,0,0,0,0,0,0
153479,0,0,0,0,0,0,0,0,0,0
153480,0,0,0,1,0,0,0,0,0,0
153481,0,0,0,1,0,0,0,0,0,0
153484,0,0,0,0,0,0,0,0,0,0
153486,0,0,0,1,0,0,0,0,0,0
153496,0,0,0,0,0,0,0,0,0,0
153497,0,0,0,0,0,0,0,0,1,0
153498,0,0,0,0,0,0,0,0,0,0
153501,0,0,0,0,0,0,0,0,0,0
153507,0,0,0,0,1,0,0,0,0,0
153509,0,0,0,0,0,1,0,0,0,0
153510,0,0,0,0,0,1,0,0,0,0
153516,0,0,0,1,0,0,0,0,0,0
153623,0,0,0,1,0,1,0,0,0,0
153624,0,0,0,1,0,0,0,0,0,0
153625,0,0,1,0,0,0,0,0,0,0
153639,0,0,0,1,0,0,0,0,0,0
153703,0,0,0,0,0,0,0,0,0,0
153709,0,0,0,0,0,0,0,0,0,0
153710,0,0,0,0,0,0,0,0,0,0
153723,0,0,0,1,0,0,0,0,0,0
153724,0,0,0,1,0,0,0,0,0,0
153728,0,0,0,0,0,0,0,0,0,0
153737,1,0,0,0,0,0,0,0,0,0
153745,0,0,0,1,0,0,0,1,0,0
153757,0,0,0,0,0,0,0,0,0,0
153780,0,1,0,0,0,0,0,0,1,0
153802,0,0,0,0,0,0,0,0,0,0
153807,0,0,0,1,0,0,0,0,0,0
153811,0,0,0,0,0,0,0,0,0,0
153815,0,0,0,1,0,0,0,0,0,0
153820,0,0,0,1,1,0,0,0,0,1
153830,0,0,0,0,0,0,0,1,0,0
153839,0,0,0,0,0,0,0,0,0,0
153870,0,0,0,0,1,0,0,0,0,0
153905,0,0,1,0,0,0,0,0,0,0
153912,0,0,0,0,0,0,0,0,0,0
153916,0,0,0,0,0,0,0,0,0,0
153938,0,0,0,0,0,0,0,0,0,0
153939,0,0,0,0,0,0,0,0,0,0
153967,0,0,0,1,0,0,0,0,0,0
153980,0,0,0,1,0,0,0,0,0,0
153987,0,0,0,0,0,0,0,0,0,0
153991,0,0,0,0,0,0,0,0,0,0
153999,0,0,0,1,0,0,0,0,1,0
154003,0,0,0,0,0,0,0,0,0,0
154006,0,0,0,0,0,0,0,0,0,0
154008,0,0,0,0,0,0,0,0,0,0
154009,0,0,0,0,0,0,0,0,0,0
154022,0,0,0,1,0,0,0,0,0,0
154085,0,0,0,1,0,0,0,0,0,0
154086,0,0,1,0,0,0,0,0,0,0
154094,0,0,0,0,0,0,0,0,0,0
154098,0,0,0,0,0,0,0,0,0,0
154125,0,0,0,0,0,0,0,0,0,0
154173,0,0,0,0,0,0,0,0,0,0
154174,0,0,0,0,0,0,0,0,0,0
154180,0,0,0,0,0,0,0,0,0,0
154182,0,0,1,0,0,0,0,0,0,0
154203,0,0,0,1,0,0,0,0,0,0
154243,0,0,0,1,0,0,0,0,0,0
154244,0,0,0,0,0,0,0,0,0,0
154246,0,0,0,0,0,0,0,0,0,0
154259,0,0,0,0,0,0,0,0,0,0
154274,0,0,0,0,0,0,0,0,0,0
154281,0,0,0,1,0,0,0,0,0,0
154298,0,0,0,1,0,0,0,0,0,0
154301,0,0,0,0,0,0,0,0,0,0
154307,0,1,0,0,0,0,0,0,0,0
154327,0,0,1,0,0,0,0,0,0,0
154343,0,0,0,0,0,0,0,0,0,0
154386,0,0,0,0,0,0,0,0,0,0
154394,0,0,0,1,0,0,0,0,0,0
154428,0,0,0,0,1,0,0,0,0,0
154432,0,0,1,0,0,0,0,0,0,0
154443,0,0,0,1,0,0,0,0,0,0
154458,1,0,0,0,0,0,0,0,0,0
154472,0,0,0,0,0,0,0,0,0,0
154476,0,0,0,0,0,0,0,0,0,0
154477,0,0,0,0,0,0,0,0,0,0
154479,0,0,0,1,0,0,0,0,0,0
154482,0,0,0,0,0,0,0,0,0,0
154498,0,0,0,1,0,0,0,0,0,0
154499,0,0,0,0,0,0,0,0,0,0
154509,0,0,0,0,0,0,0,0,0,0
154510,0,0,0,0,0,0,0,0,0,0
154515,0,0,0,1,0,0,0,0,0,0
154519,0,0,0,1,0,0,0,0,0,0
154526,0,0,0,1,0,0,0,0,1,0
154553,0,0,0,1,0,0,0,0,0,0
154560,0,0,0,1,0,0,0,0,0,0
154585,0,0,0,0,0,0,0,0,0,0
154597,0,0,0,0,0,0,0,0,0,0
154600,0,0,0,0,0,0,0,0,0,0
154602,0,0,0,0,0,0,0,0,0,0
154633,0,0,0,0,0,0,0,0,0,0
154634,0,0,0,1,0,0,0,0,0,0
154642,0,0,0,1,0,0,0,0,0,0
154645,0,0,0,0,0,0,0,0,0,0
154674,0,0,0,1,0,0,0,0,0,0
154677,0,0,0,1,0,0,0,0,0,0
154681,0,0,0,0,0,0,0,0,0,0
154682,0,0,0,1,0,0,0,0,0,0
154721,0,0,0,0,0,0,0,0,0,0
154728,0,0,0,0,0,0,0,0,0,0
154742,0,0,0,0,0,0,0,0,0,0
154753,0,0,0,1,0,0,0,0,1,0
154778,0,0,0,0,0,0,0,0,0,0
154804,0,0,0,1,0,0,0,0,0,0
154809,0,0,0,0,0,0,0,0,0,0
154811,0,0,0,0,0,0,0,0,0,0
154825,0,0,0,0,0,0,0,0,0,0
154841,0,0,0,0,0,0,0,0,1,0
154857,0,1,0,1,0,0,0,0,0,0
154875,0,0,0,0,0,0,0,0,0,0
154878,0,0,0,1,0,0,0,0,0,0
154880,0,0,0,0,0,0,0,0,0,0
154883,0,0,0,1,0,0,0,0,0,0
154889,0,0,0,1,0,0,0,0,0,0
154890,0,0,0,0,0,0,0,0,0,0
154892,0,0,0,1,0,0,0,0,0,0
154895,0,1,0,0,0,0,0,0,0,0
154901,0,0,0,1,0,0,0,0,0,0
154902,0,0,0,1,0,0,0,0,0,0
154904,0,0,0,1,0,0,0,0,0,0
154905,0,0,0,1,0,0,0,0,0,0
154906,0,0,0,1,0,0,0,0,0,0
154910,1,1,0,0,0,0,0,0,0,0
154931,0,0,0,0,0,1,0,0,0,0
154939,0,1,0,0,0,0,0,0,0,0
154982,0,0,0,0,0,0,0,0,0,0
155020,0,0,0,1,0,0,0,0,0,0
155023,0,1,0,0,0,0,0,0,0,0
155025,0,0,0,1,0,0,0,0,0,0
155042,0,0,0,1,0,0,0,0,0,0
155065,0,0,0,0,0,0,0,0,0,0
155068,1,1,0,0,0,0,0,0,0,0
155081,0,0,0,1,0,0,0,0,0,0
155113,0,0,0,0,0,0,0,0,0,0
155119,0,0,0,0,0,0,0,0,0,0
155122,0,0,0,1,0,0,0,0,1,0
155157,0,0,0,1,0,0,0,0,0,0
155173,0,0,0,0,0,0,0,0,0,0
155203,0,0,0,0,0,0,0,1,0,0
155208,1,0,0,0,0,0,0,0,1,0
155245,0,0,0,0,0,0,0,0,1,0
155255,0,0,0,1,0,0,0,0,0,0
155258,0,0,0,1,0,0,0,0,0,0
155314,0,0,0,0,0,0,0,0,0,0
155315,0,0,0,0,0,0,0,0,0,0
155322,0,0,0,0,0,0,0,0,0,0
155327,0,0,0,1,0,0,0,0,0,0
155362,0,0,0,0,0,0,0,0,0,0
155406,0,0,0,1,0,0,1,0,0,0
155411,0,1,0,0,0,0,0,0,0,0
155412,0,0,0,0,0,0,0,0,0,0
155414,0,0,0,0,0,0,0,0,0,0
155426,0,0,0,0,0,1,0,0,0,0
155440,0,0,0,1,0,0,0,0,0,0
155451,0,1,0,0,0,0,0,0,0,0
155460,0,0,0,1,0,0,0,0,0,0
155463,0,0,0,1,0,0,0,0,0,0
155464,0,0,0,0,0,0,0,0,0,0
155465,0,0,0,1,0,0,0,0,0,0
155484,0,0,0,1,0,0,0,0,0,0
155494,0,0,0,1,0,0,0,0,0,0
155495,0,0,0,1,0,0,0,0,0,0
155496,0,0,0,0,0,0,0,0,0,0
155577,0,0,0,1,0,0,0,0,0,0
155582,0,0,0,0,0,0,0,0,0,0
155624,0,1,0,0,0,0,0,0,0,0
155633,0,0,0,1,0,0,0,0,0,0
155636,0,0,0,0,0,0,0,0,0,0
155689,0,1,0,0,0,0,1,0,0,0
155693,0,0,0,1,0,0,0,0,0,0
155695,0,0,0,0,0,0,0,0,0,0
155700,0,0,0,1,0,0,0,0,0,0
155702,0,0,0,0,0,0,0,0,0,0
155703,0,0,0,1,1,0,0,0,1,0
155708,0,0,0,0,0,0,0,0,0,0
155731,0,0,0,0,0,0,0,0,0,0
155745,0,0,0,1,0,0,0,0,0,0
155802,0,0,0,0,0,0,0,0,0,0
155821,1,1,0,1,0,0,0,0,0,0
155822,0,1,0,0,0,0,0,0,0,0
155827,1,1,0,0,0,0,0,0,0,0
155836,0,0,0,0,0,0,0,0,0,0
155873,0,0,0,0,0,0,0,0,0,0
155877,0,1,0,0,0,0,0,0,0,0
155912,0,0,0,0,0,0,0,0,0,0
155943,0,0,0,0,0,0,0,0,1,0
155969,0,0,0,1,0,0,0,0,0,0
155987,0,0,0,1,0,0,0,0,0,0
155994,0,0,0,1,0,0,0,0,1,0
156007,0,0,0,0,0,0,0,0,0,0
156009,0,0,0,1,0,0,0,0,0,0
156015,0,0,0,0,0,0,0,0,0,0
156023,0,0,0,0,0,0,0,0,0,0
156061,0,0,0,0,0,0,0,0,0,0
156062,0,0,0,1,0,0,0,0,0,0
156077,0,0,0,1,0,0,0,0,0,0
156091,0,0,1,0,0,0,0,0,0,0
156097,0,0,0,1,0,0,0,0,0,0
156101,0,0,0,0,0,0,0,0,0,0
